session_id,category,age,num_strokes,draw_duration_old,draw_duration_new,mean_intensity,age_numeric,filename
cdm_run_v41550098522891,a bear,age10,4,3.183,0,0.0188536352040816,10,bear_sketch_age10_cdm_run_v41550098522891.png
cdm_run_v41550183432722,a bear,age10,12,14.294,0,0.0328842474489796,10,bear_sketch_age10_cdm_run_v41550183432722.png
cdm_run_v41550184054281,a bear,age10,12,18.729,0,0.050681600765306097,10,bear_sketch_age10_cdm_run_v41550184054281.png
cdm_run_v41550349092993,a bear,age10,11,19.046,0,0.0547672193877551,10,bear_sketch_age10_cdm_run_v41550349092993.png
cdm_run_v41550359598396,a bear,age10,5,6.611,0,0.0473533163265306,10,bear_sketch_age10_cdm_run_v41550359598396.png
cdm_run_v41550619564095,a bear,age10,7,6.56,0,0.0343391262755102,10,bear_sketch_age10_cdm_run_v41550619564095.png
cdm_run_v41550694806524,a bear,age10,14,12.336,0,0.0478515625,10,bear_sketch_age10_cdm_run_v41550694806524.png
cdm_run_v41551050289998,a bear,age10,18,22.411,0,0.0475127551020408,10,bear_sketch_age10_cdm_run_v41551050289998.png
cdm_run_v41551050604105,a bear,age10,18,18.963,0,0.069515306122449,10,bear_sketch_age10_cdm_run_v41551050604105.png
cdm_run_v41542481687856,a bear,age2,7,5.144,0,0.0328643176020408,2,bear_sketch_age2_cdm_run_v41542481687856.png
cdm_run_v41542487951504,a bear,age2,2,3.114,0,0.0258689413265306,2,bear_sketch_age2_cdm_run_v41542487951504.png
cdm_run_v41542655986461,a bear,age2,10,17.587,0,0.0590122767857143,2,bear_sketch_age2_cdm_run_v41542655986461.png
cdm_run_v41542831873871,a bear,age2,13,18.892,0,0.0593112244897959,2,bear_sketch_age2_cdm_run_v41542831873871.png
cdm_run_v41542999965589,a bear,age2,11,19.216,0,0.0530333227040816,2,bear_sketch_age2_cdm_run_v41542999965589.png
cdm_run_v41543014581167,a bear,age2,15,22.345,0,0.0775271045918367,2,bear_sketch_age2_cdm_run_v41543014581167.png
cdm_run_v41543015224119,a bear,age2,19,21.804,0,0.0634167729591837,2,bear_sketch_age2_cdm_run_v41543015224119.png
cdm_run_v41543098281250,a bear,age2,9,9.496,0,0.0340999681122449,2,bear_sketch_age2_cdm_run_v41543098281250.png
cdm_run_v41543437655531,a bear,age2,9,5.174,0,0.0651307397959184,2,bear_sketch_age2_cdm_run_v41543437655531.png
cdm_run_v41543786968420,a bear,age2,4,10.444,0,0.0238958864795918,2,bear_sketch_age2_cdm_run_v41543786968420.png
cdm_run_v41544298086966,a bear,age2,12,9.684,0,0.062400350765306097,2,bear_sketch_age2_cdm_run_v41544298086966.png
cdm_run_v41544307768930,a bear,age2,18,15.528,0,0.0717474489795918,2,bear_sketch_age2_cdm_run_v41544307768930.png
cdm_run_v41544563766521,a bear,age2,13,8.592,0,0.0201889349489796,2,bear_sketch_age2_cdm_run_v41544563766521.png
cdm_run_v41544641033102,a bear,age2,8,8.834,0,0.044304049744898,2,bear_sketch_age2_cdm_run_v41544641033102.png
cdm_run_v41544641233771,a bear,age2,15,17.727,0,0.0419323979591837,2,bear_sketch_age2_cdm_run_v41544641233771.png
cdm_run_v41544647378987,a bear,age2,11,10.37,0,0.049007493622449,2,bear_sketch_age2_cdm_run_v41544647378987.png
cdm_run_v41544744598895,a bear,age2,17,35.572,0,0.0469148596938775,2,bear_sketch_age2_cdm_run_v41544744598895.png
cdm_run_v41544824152611,a bear,age2,25,14.887,0,0.0716278698979592,2,bear_sketch_age2_cdm_run_v41544824152611.png
cdm_run_v41544917821783,a bear,age2,6,4.113,0,0.0421316964285714,2,bear_sketch_age2_cdm_run_v41544917821783.png
cdm_run_v41544991306846,a bear,age2,5,6.26,0,0.0187938456632653,2,bear_sketch_age2_cdm_run_v41544991306846.png
cdm_run_v41545343447970,a bear,age2,5,5.751,0,0.0353555484693878,2,bear_sketch_age2_cdm_run_v41545343447970.png
cdm_run_v41545507591332,a bear,age2,11,11.255,0,0.0393215880102041,2,bear_sketch_age2_cdm_run_v41545507591332.png
cdm_run_v41545508020265,a bear,age2,9,12.762,0,0.0922751913265306,2,bear_sketch_age2_cdm_run_v41545508020265.png
cdm_run_v41545858906407,a bear,age2,4,0.966,0,0.0194515306122449,2,bear_sketch_age2_cdm_run_v41545858906407.png
cdm_run_v41545868220924,a bear,age2,30,30.456,0,0.108458227040816,2,bear_sketch_age2_cdm_run_v41545868220924.png
cdm_run_v41545941557222,a bear,age2,8,14.327,0,0.0370296556122449,2,bear_sketch_age2_cdm_run_v41545941557222.png
cdm_run_v41545952892068,a bear,age2,17,22.064,0,0.0614437181122449,2,bear_sketch_age2_cdm_run_v41545952892068.png
cdm_run_v41545954968344,a bear,age2,18,19.022,0,0.085758131377551,2,bear_sketch_age2_cdm_run_v41545954968344.png
cdm_run_v41546121335352,a bear,age2,6,9.096,0,0.0443638392857143,2,bear_sketch_age2_cdm_run_v41546121335352.png
cdm_run_v41546280457190,a bear,age2,18,18.143,0,0.0822704081632653,2,bear_sketch_age2_cdm_run_v41546280457190.png
cdm_run_v41546283323611,a bear,age2,8,10.786,0,0.0359335140306122,2,bear_sketch_age2_cdm_run_v41546283323611.png
cdm_run_v41546286053416,a bear,age2,13,13.728,0,0.0559430803571429,2,bear_sketch_age2_cdm_run_v41546286053416.png
cdm_run_v41546290700654,a bear,age2,9,7.662,0,0.0523557079081633,2,bear_sketch_age2_cdm_run_v41546290700654.png
cdm_run_v41547149027751,a bear,age2,13,9.667,0,0.0686981823979592,2,bear_sketch_age2_cdm_run_v41547149027751.png
cdm_run_v41547155669982,a bear,age2,21,28.273,0,0.0687779017857143,2,bear_sketch_age2_cdm_run_v41547155669982.png
cdm_run_v41547335686519,a bear,age2,11,16.744,0,0.0324856505102041,2,bear_sketch_age2_cdm_run_v41547335686519.png
cdm_run_v41547415374842,a bear,age2,11,9.926,0,0.0437260841836735,2,bear_sketch_age2_cdm_run_v41547415374842.png
cdm_run_v41547420974032,a bear,age2,10,9.893,0,0.0619618941326531,2,bear_sketch_age2_cdm_run_v41547420974032.png
cdm_run_v41547576101822,a bear,age2,12,20.578,0,0.0425103635204082,2,bear_sketch_age2_cdm_run_v41547576101822.png
cdm_run_v41547673481571,a bear,age2,24,8.168,0,0.0649513711734694,2,bear_sketch_age2_cdm_run_v41547673481571.png
cdm_run_v41547764275399,a bear,age2,17,17.055,0,0.0593112244897959,2,bear_sketch_age2_cdm_run_v41547764275399.png
cdm_run_v41547923563423,a bear,age2,16,24.304,0,0.0557039221938775,2,bear_sketch_age2_cdm_run_v41547923563423.png
cdm_run_v41547931740248,a bear,age2,9,23.618,0,0.0437260841836735,2,bear_sketch_age2_cdm_run_v41547931740248.png
cdm_run_v41548018735337,a bear,age2,5,6.394,0,0.0408163265306122,2,bear_sketch_age2_cdm_run_v41548018735337.png
cdm_run_v41548026386104,a bear,age2,10,7.159,0,0.0353156887755102,2,bear_sketch_age2_cdm_run_v41548026386104.png
cdm_run_v41548096266717,a bear,age2,23,13.386,0,0.0354551977040816,2,bear_sketch_age2_cdm_run_v41548096266717.png
cdm_run_v41548545693319,a bear,age2,2,0.692,0,0.0327646683673469,2,bear_sketch_age2_cdm_run_v41548545693319.png
cdm_run_v41548631677835,a bear,age2,19,22.831,0,0.0715880102040816,2,bear_sketch_age2_cdm_run_v41548631677835.png
cdm_run_v41548788775216,a bear,age2,10,11.464,0,0.0477718431122449,2,bear_sketch_age2_cdm_run_v41548788775216.png
cdm_run_v41548797032603,a bear,age2,7,6.546,0,0.052834024234693903,2,bear_sketch_age2_cdm_run_v41548797032603.png
cdm_run_v41548873700311,a bear,age2,24,15.661,0,0.0366709183673469,2,bear_sketch_age2_cdm_run_v41548873700311.png
cdm_run_v41548961021252,a bear,age2,11,14.595,0,0.0544882015306122,2,bear_sketch_age2_cdm_run_v41548961021252.png
cdm_run_v41549134455376,a bear,age2,9,4.912,0,0.0302335778061224,2,bear_sketch_age2_cdm_run_v41549134455376.png
cdm_run_v41549230953936,a bear,age2,11,18.884,0,0.0495057397959184,2,bear_sketch_age2_cdm_run_v41549230953936.png
cdm_run_v41549234868997,a bear,age2,10,5.795,0,0.0665058992346939,2,bear_sketch_age2_cdm_run_v41549234868997.png
cdm_run_v41549235862912,a bear,age2,17,14.147,0,0.0662866709183673,2,bear_sketch_age2_cdm_run_v41549235862912.png
cdm_run_v41549239267765,a bear,age2,8,11.156,0,0.0392020089285714,2,bear_sketch_age2_cdm_run_v41549239267765.png
cdm_run_v41549390458808,a bear,age2,11,14.592,0,0.0419124681122449,2,bear_sketch_age2_cdm_run_v41549390458808.png
cdm_run_v41549478684107,a bear,age2,12,7.462,0,0.0373286033163265,2,bear_sketch_age2_cdm_run_v41549478684107.png
cdm_run_v41549653367668,a bear,age2,17,18.945,0,0.0610650510204082,2,bear_sketch_age2_cdm_run_v41549653367668.png
cdm_run_v41549831489108,a bear,age2,7,9.802,0,0.0464963329081633,2,bear_sketch_age2_cdm_run_v41549831489108.png
cdm_run_v41549835231381,a bear,age2,16,34.363,0,0.0401985012755102,2,bear_sketch_age2_cdm_run_v41549835231381.png
cdm_run_v41549844490137,a bear,age2,16,9.969,0,0.0713687818877551,2,bear_sketch_age2_cdm_run_v41549844490137.png
cdm_run_v41549846529667,a bear,age2,7,13.044,0,0.0235371492346939,2,bear_sketch_age2_cdm_run_v41549846529667.png
cdm_run_v41550077199608,a bear,age2,17,31.205,0,0.0304727359693878,2,bear_sketch_age2_cdm_run_v41550077199608.png
cdm_run_v41550086421527,a bear,age2,2,5.543,0,0.0382254464285714,2,bear_sketch_age2_cdm_run_v41550086421527.png
cdm_run_v41550091746614,a bear,age2,10,14.485,0,0.0687978316326531,2,bear_sketch_age2_cdm_run_v41550091746614.png
cdm_run_v41550258741172,a bear,age2,3,4.092,0,0.0311503507653061,2,bear_sketch_age2_cdm_run_v41550258741172.png
cdm_run_v41550260413869,a bear,age2,16,22.938,0,0.0548867984693878,2,bear_sketch_age2_cdm_run_v41550260413869.png
cdm_run_v41550261349030,a bear,age2,8,14.312,0,0.0738799426020408,2,bear_sketch_age2_cdm_run_v41550261349030.png
cdm_run_v41550693631364,a bear,age2,6,16.119,0,0.0343989158163265,2,bear_sketch_age2_cdm_run_v41550693631364.png
cdm_run_v41550702747380,a bear,age2,5,6.718,0,0.0384646045918367,2,bear_sketch_age2_cdm_run_v41550702747380.png
cdm_run_v41550957375706,a bear,age2,6,24.89,0,0.0514787946428571,2,bear_sketch_age2_cdm_run_v41550957375706.png
cdm_run_v41542311332685,a bear,age3,5,12.395,0,0.049705038265306097,3,bear_sketch_age3_cdm_run_v41542311332685.png
cdm_run_v41542320193911,a bear,age3,7,22.261,0,0.042610012755102,3,bear_sketch_age3_cdm_run_v41542320193911.png
cdm_run_v41542321672045,a bear,age3,11,18.734,0,0.0786830357142857,3,bear_sketch_age3_cdm_run_v41542321672045.png
cdm_run_v41542486230413,a bear,age3,8,10.325,0,0.0746173469387755,3,bear_sketch_age3_cdm_run_v41542486230413.png
cdm_run_v41542486719080,a bear,age3,17,13.522,0,0.0573381696428571,3,bear_sketch_age3_cdm_run_v41542486719080.png
cdm_run_v41542493134368,a bear,age3,11,17.043,0,0.0557039221938775,3,bear_sketch_age3_cdm_run_v41542493134368.png
cdm_run_v41542665234916,a bear,age3,6,8.078,0,0.045280612244898,3,bear_sketch_age3_cdm_run_v41542665234916.png
cdm_run_v41542755116385,a bear,age3,16,14.947,0,0.0272640306122449,3,bear_sketch_age3_cdm_run_v41542755116385.png
cdm_run_v41542835151235,a bear,age3,1,0,0,0.011100924744898,3,bear_sketch_age3_cdm_run_v41542835151235.png
cdm_run_v41543006996021,a bear,age3,11,21.019,0,0.055484693877551,3,bear_sketch_age3_cdm_run_v41543006996021.png
cdm_run_v41543094549619,a bear,age3,10,26.181,0,0.0450613839285714,3,bear_sketch_age3_cdm_run_v41543094549619.png
cdm_run_v41543351329500,a bear,age3,11,16.751,0,0.0464764030612245,3,bear_sketch_age3_cdm_run_v41543351329500.png
cdm_run_v41543352933444,a bear,age3,16,16.811,0,0.0705915178571429,3,bear_sketch_age3_cdm_run_v41543352933444.png
cdm_run_v41543520716918,a bear,age3,13,25.081,0,0.0213847257653061,3,bear_sketch_age3_cdm_run_v41543520716918.png
cdm_run_v41543525296469,a bear,age3,11,5.294,0,0.0703523596938776,3,bear_sketch_age3_cdm_run_v41543525296469.png
cdm_run_v41543611379533,a bear,age3,1,0,0,0.017219387755102,3,bear_sketch_age3_cdm_run_v41543611379533.png
cdm_run_v41543694027141,a bear,age3,15,12.354,0,0.0619220344387755,3,bear_sketch_age3_cdm_run_v41543694027141.png
cdm_run_v41543784687160,a bear,age3,20,23.93,0,0.061423788265306097,3,bear_sketch_age3_cdm_run_v41543784687160.png
cdm_run_v41544301496693,a bear,age3,13,15.045,0,0.0494260204081633,3,bear_sketch_age3_cdm_run_v41544301496693.png
cdm_run_v41544310038114,a bear,age3,9,22.646,0,0.0587332589285714,3,bear_sketch_age3_cdm_run_v41544310038114.png
cdm_run_v41544314653094,a bear,age3,15,11.502,0,0.0801578443877551,3,bear_sketch_age3_cdm_run_v41544314653094.png
cdm_run_v41544396260961,a bear,age3,27,47.908,0,0.0736607142857143,3,bear_sketch_age3_cdm_run_v41544396260961.png
cdm_run_v41544401715778,a bear,age3,4,10.227,0,0.0290377869897959,3,bear_sketch_age3_cdm_run_v41544401715778.png
cdm_run_v41544402136377,a bear,age3,15,28.105,0,0.0632174744897959,3,bear_sketch_age3_cdm_run_v41544402136377.png
cdm_run_v41544822681636,a bear,age3,8,23.652,0,0.0335419323979592,3,bear_sketch_age3_cdm_run_v41544822681636.png
cdm_run_v41544919159751,a bear,age3,9,9.076,0,0.0406170280612245,3,bear_sketch_age3_cdm_run_v41544919159751.png
cdm_run_v41545000093537,a bear,age3,20,13.762,0,0.0717873086734694,3,bear_sketch_age3_cdm_run_v41545000093537.png
cdm_run_v41545421654143,a bear,age3,12,13.661,0,0.050422512755102,3,bear_sketch_age3_cdm_run_v41545421654143.png
cdm_run_v41545600235838,a bear,age3,6,18.503,0,0.0368303571428571,3,bear_sketch_age3_cdm_run_v41545600235838.png
cdm_run_v41545607621755,a bear,age3,11,9.845,0,0.0399194834183673,3,bear_sketch_age3_cdm_run_v41545607621755.png
cdm_run_v41545951975121,a bear,age3,8,5.187,0,0.049186862244898,3,bear_sketch_age3_cdm_run_v41545951975121.png
cdm_run_v41545953315531,a bear,age3,12,16.808,0,0.031429368622449,3,bear_sketch_age3_cdm_run_v41545953315531.png
cdm_run_v41546112312774,a bear,age3,16,12.67,0,0.0415537308673469,3,bear_sketch_age3_cdm_run_v41546112312774.png
cdm_run_v41546126770857,a bear,age3,8,6.812,0,0.0539700255102041,3,bear_sketch_age3_cdm_run_v41546126770857.png
cdm_run_v41546282177950,a bear,age3,9,21.029,0,0.0468351403061225,3,bear_sketch_age3_cdm_run_v41546282177950.png
cdm_run_v41546282550209,a bear,age3,10,24.603,0,0.0465561224489796,3,bear_sketch_age3_cdm_run_v41546282550209.png
cdm_run_v41546283033593,a bear,age3,10,16.524,0,0.0357142857142857,3,bear_sketch_age3_cdm_run_v41546283033593.png
cdm_run_v41546288845805,a bear,age3,3,3.586,0,0.0522959183673469,3,bear_sketch_age3_cdm_run_v41546288845805.png
cdm_run_v41546296119481,a bear,age3,12,8.149,0,0.0506616709183673,3,bear_sketch_age3_cdm_run_v41546296119481.png
cdm_run_v41547150307979,a bear,age3,3,6.751,0,0.0177774234693878,3,bear_sketch_age3_cdm_run_v41547150307979.png
cdm_run_v41547150989675,a bear,age3,7,18.677,0,0.0376076211734694,3,bear_sketch_age3_cdm_run_v41547150989675.png
cdm_run_v41547244738683,a bear,age3,1,0,0,0.0339604591836735,3,bear_sketch_age3_cdm_run_v41547244738683.png
cdm_run_v41547333796796,a bear,age3,8,18.362,0,0.0467354910714286,3,bear_sketch_age3_cdm_run_v41547333796796.png
cdm_run_v41547337937760,a bear,age3,10,17.037,0,0.0422712053571429,3,bear_sketch_age3_cdm_run_v41547337937760.png
cdm_run_v41547338640475,a bear,age3,5,10.042,0,0.032844387755102,3,bear_sketch_age3_cdm_run_v41547338640475.png
cdm_run_v41547425453597,a bear,age3,9,7.185,0,0.0333625637755102,3,bear_sketch_age3_cdm_run_v41547425453597.png
cdm_run_v41547578428410,a bear,age3,5,8.035,0,0.0233777104591837,3,bear_sketch_age3_cdm_run_v41547578428410.png
cdm_run_v41547595130851,a bear,age3,10,17.734,0,0.0723453443877551,3,bear_sketch_age3_cdm_run_v41547595130851.png
cdm_run_v41547677065452,a bear,age3,7,11.276,0,0.0289979272959184,3,bear_sketch_age3_cdm_run_v41547677065452.png
cdm_run_v41547679836786,a bear,age3,26,25.931,0,0.151108099489796,3,bear_sketch_age3_cdm_run_v41547679836786.png
cdm_run_v41547757075959,a bear,age3,6,14.566,0,0.0338608099489796,3,bear_sketch_age3_cdm_run_v41547757075959.png
cdm_run_v41547840433379,a bear,age3,4,2.734,0,0.0311902104591837,3,bear_sketch_age3_cdm_run_v41547840433379.png
cdm_run_v41547852559211,a bear,age3,7,7.538,0,0.0334223533163265,3,bear_sketch_age3_cdm_run_v41547852559211.png
cdm_run_v41547929329933,a bear,age3,10,25.404,0,0.0383250956632653,3,bear_sketch_age3_cdm_run_v41547929329933.png
cdm_run_v41548020390602,a bear,age3,4,7.876,0,0.0362523915816327,3,bear_sketch_age3_cdm_run_v41548020390602.png
cdm_run_v41548023842284,a bear,age3,7,8.237,0,0.0629384566326531,3,bear_sketch_age3_cdm_run_v41548023842284.png
cdm_run_v41548100248620,a bear,age3,4,1.075,0,0.0314094387755102,3,bear_sketch_age3_cdm_run_v41548100248620.png
cdm_run_v41548102689715,a bear,age3,13,12.203,0,0.0697743941326531,3,bear_sketch_age3_cdm_run_v41548102689715.png
cdm_run_v41548103296919,a bear,age3,3,4.744,0,0.0396006058673469,3,bear_sketch_age3_cdm_run_v41548103296919.png
cdm_run_v41548106439498,a bear,age3,17,17.261,0,0.041374362244898,3,bear_sketch_age3_cdm_run_v41548106439498.png
cdm_run_v41548356572135,a bear,age3,5,15.943,0,0.0477718431122449,3,bear_sketch_age3_cdm_run_v41548356572135.png
cdm_run_v41548372354370,a bear,age3,19,20.141,0,0.114118303571429,3,bear_sketch_age3_cdm_run_v41548372354370.png
cdm_run_v41548454172750,a bear,age3,6,12.781,0,0.116071428571429,3,bear_sketch_age3_cdm_run_v41548454172750.png
cdm_run_v41548548094873,a bear,age3,15,14.796,0,0.041812818877551,3,bear_sketch_age3_cdm_run_v41548548094873.png
cdm_run_v41549062247630,a bear,age3,7,6.748,0,0.0381058673469388,3,bear_sketch_age3_cdm_run_v41549062247630.png
cdm_run_v41549139031774,a bear,age3,17,12.583,0,0.0536910076530612,3,bear_sketch_age3_cdm_run_v41549139031774.png
cdm_run_v41549143918251,a bear,age3,10,21.897,0,0.0826291454081633,3,bear_sketch_age3_cdm_run_v41549143918251.png
cdm_run_v41549144490249,a bear,age3,18,20.295,0,0.0476921237244898,3,bear_sketch_age3_cdm_run_v41549144490249.png
cdm_run_v41549154214718,a bear,age3,7,7.289,0,0.0430285395408163,3,bear_sketch_age3_cdm_run_v41549154214718.png
cdm_run_v41549223101179,a bear,age3,12,15.53,0,0.0383649553571429,3,bear_sketch_age3_cdm_run_v41549223101179.png
cdm_run_v41549236184963,a bear,age3,12,8.214,0,0.0641342474489796,3,bear_sketch_age3_cdm_run_v41549236184963.png
cdm_run_v41549484914930,a bear,age3,6,8.312,0,0.0698541135204082,3,bear_sketch_age3_cdm_run_v41549484914930.png
cdm_run_v41549566888728,a bear,age3,7,17.782,0,0.0482700892857143,3,bear_sketch_age3_cdm_run_v41549566888728.png
cdm_run_v41549567886963,a bear,age3,8,15.231,0,0.0438855229591837,3,bear_sketch_age3_cdm_run_v41549567886963.png
cdm_run_v41549741493806,a bear,age3,9,8.852,0,0.0334622130102041,3,bear_sketch_age3_cdm_run_v41549741493806.png
cdm_run_v41549743620994,a bear,age3,15,22.108,0,0.159199617346939,3,bear_sketch_age3_cdm_run_v41549743620994.png
cdm_run_v41549753070377,a bear,age3,16,23.562,0,0.081851881377551,3,bear_sketch_age3_cdm_run_v41549753070377.png
cdm_run_v41549753459435,a bear,age3,8,14.444,0,0.0672433035714286,3,bear_sketch_age3_cdm_run_v41549753459435.png
cdm_run_v41549759261575,a bear,age3,14,25.42,0,0.061423788265306097,3,bear_sketch_age3_cdm_run_v41549759261575.png
cdm_run_v41549827808855,a bear,age3,15,13.621,0,0.0409359056122449,3,bear_sketch_age3_cdm_run_v41549827808855.png
cdm_run_v41549837213659,a bear,age3,6,3.702,0,0.0250119579081633,3,bear_sketch_age3_cdm_run_v41549837213659.png
cdm_run_v41549840610993,a bear,age3,4,13.11,0,0.0307916135204082,3,bear_sketch_age3_cdm_run_v41549840610993.png
cdm_run_v41549843886067,a bear,age3,8,9.156,0,0.0500239158163265,3,bear_sketch_age3_cdm_run_v41549843886067.png
cdm_run_v41550085923780,a bear,age3,8,8.216,0,0.073600924744898,3,bear_sketch_age3_cdm_run_v41550085923780.png
cdm_run_v41550262508509,a bear,age3,5,10.401,0,0.0422114158163265,3,bear_sketch_age3_cdm_run_v41550262508509.png
cdm_run_v41550336400138,a bear,age3,13,11.041,0,0.0485889668367347,3,bear_sketch_age3_cdm_run_v41550336400138.png
cdm_run_v41550349752215,a bear,age3,6,4.36,0,0.0229990433673469,3,bear_sketch_age3_cdm_run_v41550349752215.png
cdm_run_v41550693245077,a bear,age3,11,8.991,0,0.0456194196428571,3,bear_sketch_age3_cdm_run_v41550693245077.png
cdm_run_v41550701446696,a bear,age3,7,12.018,0,0.0282206632653061,3,bear_sketch_age3_cdm_run_v41550701446696.png
cdm_run_v41550873950607,a bear,age3,6,6.67,0,0.0400789221938775,3,bear_sketch_age3_cdm_run_v41550873950607.png
cdm_run_v41550882314957,a bear,age3,16,19.527,0,0.0907605229591837,3,bear_sketch_age3_cdm_run_v41550882314957.png
cdm_run_v41550957708401,a bear,age3,16,26.972,0,0.0437061543367347,3,bear_sketch_age3_cdm_run_v41550957708401.png
cdm_run_v41550963809112,a bear,age3,12,11.045,0,0.0480110012755102,3,bear_sketch_age3_cdm_run_v41550963809112.png
