,indexes,ages,target_classes,session_ids,image_scores,target_label_prob,a bike prob,a bird prob,a boat prob,a bowl prob,a car prob,a chair prob,a couch prob,a cup prob,a dog prob,a fish prob,a house prob,a person prob,a phone prob,a rabbit prob,a tree prob,an airplane prob
0,386,7,a bike,run_v31531338246387,1.0,0.1207317009927555,0.120731700993,0.0578797614925,0.0826955474329,0.0630038701535,0.0459871685381,0.0412689339057,0.0625629783791,0.0644230873834,0.0506073735029,0.0543450804829,0.0576037578688,0.0634767578836,0.0604499082022,0.054067183118,0.0600008854285,0.0608960052351
1,372,7,a bike,run_v31530394444658,1.0,0.13367334835785688,0.133673348358,0.0666385550051,0.0414046838314,0.0461370102389,0.0899082362784,0.0445287313416,0.0724039659718,0.0503958130998,0.0590312987114,0.054924353064,0.0509859020502,0.0653125565543,0.0500062674672,0.0606955278033,0.0619536354486,0.0520001147762
2,220,5,a bike,run_v31528319399073,1.0,0.1191266943623374,0.119126694362,0.0501457767011,0.0558388467556,0.0524660580576,0.0813038256379,0.0869202282489,0.0535333460812,0.0472958363109,0.0560174667527,0.0595932925993,0.0506184636127,0.0435478499592,0.0732857131741,0.0595901908712,0.0461658248762,0.064550585999
3,476,10,a bike,run_v31529101883430,1.0,0.096611918024719343,0.0966119180247,0.0737664622909,0.058802639909,0.0561999740788,0.0686941734749,0.0501320064973,0.0600068844359,0.0677728427179,0.0564893357915,0.0691384248093,0.0493544305529,0.057370940265,0.045901916369,0.0661863686955,0.0547175401566,0.0688541419308
4,78,3,a bike,run_v31529447016526,1.0,0.082999368565825168,0.0829993685658,0.07855936982,0.0490106026405,0.0546103985332,0.0503574005417,0.0536349895538,0.0514986825451,0.0525430339306,0.0825864225196,0.0640709229252,0.059199437417,0.0628982648283,0.0522076202649,0.0781842902053,0.0592034252329,0.0684357704762
5,15,2,a bike,run_v31529272799029,0.0,0.058252764647728689,0.0582527646477,0.0617371172951,0.0618358311254,0.0984937089636,0.0618018174104,0.0574381420133,0.0641902945884,0.0707010742507,0.0516909796425,0.0627888852116,0.0762550357785,0.057319928447,0.042770208333,0.0658825317388,0.0533761572447,0.0554655233092
6,315,6,a bike,run_v31529012399114,0.0,0.082248951064884307,0.0822489510649,0.0533135433197,0.0716727771571,0.0619757251547,0.0867700023594,0.052132053771,0.065968898853,0.0521696308163,0.0678155984528,0.0646050299653,0.0522614988292,0.0525282217345,0.0533422821106,0.0518689168523,0.0506589587874,0.0806679107718
7,281,5,a bike,run_v31532126921035,1.0,0.097451258241289251,0.0974512582413,0.0694312157479,0.0555853544537,0.0639829968589,0.0651060436256,0.0557419820875,0.0616230468461,0.062348758053,0.0762976669416,0.0712172655982,0.0540796618124,0.0498220480163,0.0551167297313,0.0647730342395,0.0454271055144,0.0519958322323
8,311,6,a bike,run_v31528749624228,1.0,0.12980206946925488,0.129802069469,0.0569650381153,0.0589960660985,0.0511053373288,0.0623731293822,0.0532756984399,0.062106687648,0.0517576437424,0.0565945466751,0.0662059392417,0.0530091477904,0.0504477404598,0.0454728584938,0.0573729286362,0.0721966862564,0.0723184822222
9,102,3,a bike,run_v31530728287403,0.0,0.06307253687768552,0.0630725368777,0.0646450196734,0.0542113705743,0.0744392036567,0.0686760809566,0.0526920252725,0.054954444896,0.0638145104659,0.0678573706967,0.0671767247723,0.0509236425016,0.0509150924357,0.0448577310648,0.103019099733,0.0512060025923,0.0675391438312
10,188,4,a bike,run_v31530744749634,1.0,0.10862142781278347,0.108621427813,0.0509436647689,0.0826752159049,0.0575479403454,0.0484665772326,0.0514850872052,0.0745362190027,0.0600024937703,0.0497521101219,0.0707637381738,0.052198613501,0.0562997527716,0.0741742644856,0.0581418007974,0.0417389520793,0.0626521420265
11,263,5,a bike,run_v31531432311575,1.0,0.13334271338080225,0.133342713381,0.0608033144191,0.0531128545428,0.0484144135048,0.060319529794,0.0418370478656,0.0487358549096,0.0514035412839,0.0620482695101,0.0642424523695,0.0509696479335,0.0581515105074,0.0707682894712,0.0793334947651,0.0571430850428,0.0593739806997
12,481,10,a bike,run_v31529446827103,1.0,0.13049671437395655,0.130496714374,0.0684068875497,0.0457451799496,0.0468321511942,0.0897068833091,0.0526342160456,0.0440116105916,0.0483686475057,0.0840180417143,0.0581919679341,0.0518289934744,0.0707641422428,0.0454257866802,0.0595391697892,0.0448603787964,0.0591692288491
13,348,6,a bike,run_v31531776375845,1.0,0.10645958931958284,0.10645958932,0.053058200214,0.0522494071337,0.0629489608325,0.0730108446369,0.0776048579515,0.0629630672516,0.054775118401,0.0504677530213,0.0610424555975,0.0479153860781,0.0543107319242,0.0737923097885,0.0527131195915,0.04243115941,0.074257038848
14,162,4,a bike,run_v31529524328211,1.0,0.092671836691349582,0.0926718366913,0.0672575081534,0.0549939779422,0.0463585126423,0.091041185394,0.0496609097031,0.0506423957291,0.0499676915136,0.0799692149989,0.0575577334302,0.0545389782609,0.0542402147258,0.0574968551398,0.0911395871444,0.0446970220094,0.0577663765219
15,300,6,a bike,run_v31528584599124,0.0,0.053851178092560792,0.0538511780926,0.0460735653712,0.0639120159806,0.0587509340859,0.0621647132716,0.0616489445697,0.0829603224129,0.0691342551332,0.065426129034,0.0872116977709,0.0544236674732,0.0535290637152,0.0537376329553,0.0596400110145,0.0571268184394,0.0704090506799
16,297,6,a bike,run_v31528491599199,1.0,0.1375860021825572,0.137586002183,0.0447462694472,0.0665005944042,0.0527409916222,0.0741291673328,0.0607053861841,0.0587979221767,0.0490244961307,0.0491744572115,0.0636467674693,0.0570364210231,0.0579600256922,0.0593273011491,0.0573845911757,0.0464447160584,0.0647948907401
17,249,5,a bike,run_v31529701799651,1.0,0.090413686107422536,0.0904136861074,0.0745042252744,0.0491926002008,0.0601891326808,0.064446386355,0.0521774815354,0.0536369810115,0.0482070958331,0.0754982709703,0.0500105673252,0.0547375994262,0.0845472896564,0.0481857189636,0.0752564927765,0.0644794934138,0.0545169784697
18,233,5,a bike,run_v31528926779657,1.0,0.11916513020962412,0.11916513021,0.0506079671776,0.0620712777921,0.0715513090866,0.073752472741,0.055189696125,0.0650909734302,0.0675021944383,0.0475885000496,0.0560417365782,0.045878221598,0.0507646657069,0.050436452766,0.0609361540059,0.0511621627893,0.0722610855055
19,37,2,a bike,run_v31531597773825,1.0,0.10798692240180827,0.107986922402,0.0681458302945,0.0513599717414,0.0527057228744,0.0710895041789,0.054106786527,0.0448147241144,0.0513794003444,0.0657928880977,0.0610253023948,0.0615213831659,0.0718026443469,0.053975006883,0.0725979492285,0.0521566369442,0.0595393264623
20,429,8,a bike,run_v31531684414594,1.0,0.13304097536978346,0.13304097537,0.0574849693637,0.0468132428182,0.0599391087927,0.0732819570796,0.0444794681274,0.0807809242774,0.0638370686397,0.0605529414498,0.0461333653967,0.0563973560086,0.0692603676413,0.0579803296676,0.0586619638248,0.0388034577204,0.0525525038225
21,507,10,a bike,run_v31532120837108,1.0,0.10361571934030984,0.10361571934,0.0598333892601,0.0921153908541,0.0502714991693,0.0779311243038,0.0417759534228,0.0845013767504,0.0624252684912,0.0587317164016,0.0668222602339,0.0482892763806,0.0403749123383,0.0552615779171,0.046754893096,0.0618483504542,0.0494472915863
22,107,3,a bike,run_v31530816835093,0.0,0.050984687175121245,0.0509846871751,0.0534794528474,0.065092083968,0.0611474451702,0.0689458508501,0.0661716559916,0.0625279222412,0.0639182982241,0.0570031177461,0.0635242644376,0.0651041360661,0.0620119489586,0.0813210631781,0.0630176132033,0.0556203166522,0.0601301432901
23,213,5,a bike,run_v31528061399199,1.0,0.10305895400441285,0.103058954004,0.065329385073,0.0768376419104,0.0532355126402,0.0349334475594,0.065983337606,0.0537714473422,0.0558503849547,0.0569113405727,0.0909969920128,0.0476525100679,0.0533181216059,0.0708156360893,0.0612215314595,0.0505802175351,0.0595035395665
24,45,2,a bike,run_v31531855307230,0.0,0.05657370669619053,0.0565737066962,0.0699866945046,0.042422731344,0.0696456287953,0.0926958595152,0.053460991599,0.0566783261448,0.0666194318558,0.0643115383464,0.0652837321453,0.058757743893,0.0484549190369,0.0505237052356,0.0785610203357,0.0569032905459,0.0691206800061
25,380,7,a bike,run_v31530729544848,1.0,0.11638512380002175,0.1163851238,0.0658034733166,0.0508231682738,0.0469050752503,0.0798967205447,0.050790277585,0.056048947903,0.0455102115495,0.065255656466,0.0611994124159,0.0466589421526,0.0693272792245,0.0531496493322,0.0679573225249,0.0535164395921,0.0707723000689
26,21,2,a bike,run_v31530385056869,0.0,0.077677532696778934,0.0776775326968,0.0662029481633,0.0477312539792,0.0790633486114,0.0803797477673,0.0513402461034,0.0750675985254,0.0765154814172,0.0624564997551,0.0619061208523,0.0568522308541,0.0563351762622,0.05380629654,0.0520608503905,0.039464188781,0.0631404793008
27,153,4,a bike,run_v31529190849069,0.0,0.050274499161211759,0.0502744991612,0.0650824855624,0.0617570588752,0.0910800418726,0.0562886856876,0.0502285972034,0.0506521026806,0.0703443665512,0.0669602509007,0.0852000974828,0.0534261409099,0.0700483854848,0.0544889655418,0.0630873601742,0.0512234451509,0.0598575167607
