"","X","index","age","target_label","session_id","correct_or_not","target_label_prob","airplane_prob","bear_prob","bike_prob","bird_prob","boat_prob","bowl_prob","car_prob","cat_prob","chair_prob","couch_prob","cup_prob","dog_prob","fish_prob","frog_prob","house_prob","key_prob","person_prob","phone_prob","rabbit_prob","scissors_prob","sheep_prob","train_prob","tree_prob"
"1",0,0,10,"airplane","run_v31530654260988",0,0.0546296530306694,0.0546296530306694,0.0400918245338173,0.0484378166172573,0.0447013616859166,0.057158507939737,0.040426111547261,0.040451076869729,0.0443291244066554,0.0418428073954519,0.0364966277776436,0.0414761281516409,0.0457379205358989,0.0495450855997854,0.040859490433719,0.060323364670191,0.0364948916129414,0.038782370827038,0.0309240361583127,0.038118324592143,0.0395117279290381,0.0438819307578996,0.0433106005349979,0.0424692163922557
"2",0,1,10,"airplane","run_v31528137160060",0,0.060031842583432,0.060031842583432,0.0417132767478778,0.0607712079793747,0.0420648240140948,0.0456948228268708,0.029025002008723,0.049941330052804,0.0509357517991942,0.040933633611197,0.0425305897292948,0.0330899838402616,0.0426926009042523,0.0348299553674149,0.040363060118105,0.0560097625618708,0.0454035020773285,0.0366329094801053,0.0382842005168597,0.0535282380462483,0.0416191299912104,0.0403203495982548,0.0382416184516714,0.035342407693554
"3",0,10,10,"airplane","run_v31529019290226",0,0.0456766526677314,0.0456766526677314,0.0414708699013629,0.0480417456476688,0.0426426339529498,0.0402865536757559,0.0381160289250968,0.0320980030181763,0.0556906721216053,0.0511931003695071,0.0465188344342001,0.0375719277264149,0.0536725457169559,0.0470787135596867,0.0411902617449499,0.0338363468948796,0.0384994435136335,0.0470982295128261,0.0338341108763393,0.0392434315970658,0.0471341493532321,0.0449091608215266,0.054626361677595,0.0395702222908403
"4",0,100,8,"airplane","run_v31528492338463",0,0.0451695975384107,0.0451695975384107,0.0418560366043361,0.0330890869859281,0.0522559592379951,0.0435368429645913,0.0390297487845836,0.0380763602475901,0.041242332591931,0.0507507782548011,0.0374271935876008,0.0429668978042667,0.0430094805069283,0.043778694646637,0.0416892271937825,0.0456198958771341,0.0422481855970621,0.0474315870494319,0.0408717545083189,0.0424006343633057,0.059260339320231,0.0444948659001752,0.0327860075303085,0.05100849290465
"5",0,1000,5,"chair","run_v31530719999633",1,0.0636015265333076,0.0461160187581057,0.0429170187698298,0.0461850924261941,0.0378727836613895,0.0375699460392497,0.044599520760163,0.0394536259612421,0.047834738360401,0.0636015265333076,0.0428567632444048,0.0446718225853066,0.0458320561956954,0.0364729701293935,0.039123687946135,0.0454536198980847,0.0356925965916482,0.0472932804215926,0.0360550416006346,0.0413479310414949,0.0467692062384992,0.0426358087574558,0.0453106252355601,0.0443343188442117
"6",0,1001,6,"chair","run_v31531853489687",1,0.10201834860104,0.0458377110075922,0.0376985920217466,0.0538039688842203,0.0391850945499733,0.048218391878043,0.0369037726096414,0.0398267106715846,0.0393031887995949,0.10201834860104,0.049480909511876,0.0448714466036254,0.036255433722035,0.0371136259947053,0.0361968079561422,0.0421906136002939,0.0393192978283365,0.0397385900511517,0.0308386481085778,0.0410858527098819,0.04784134368531,0.0361621909773814,0.0382029301075007,0.0379065301197463
"7",0,1002,6,"chair","run_v31529447595650",1,0.0889829489223387,0.0374749779006442,0.0427113273181641,0.0381523297996792,0.0360347543399929,0.0370375480548999,0.0389845790582615,0.0385327203085076,0.0404337875127724,0.0889829489223387,0.0424626123663667,0.0505141103573562,0.0405905776404565,0.0406550246642427,0.0391516835176547,0.0369362239068262,0.0414894344757758,0.0386631127822254,0.0429665777199295,0.0410312757020794,0.0507977542242056,0.0400646839636963,0.0480197357244727,0.0483122197394518
"8",0,1003,6,"chair","run_v31529358887044",1,0.0617831535370241,0.0432283724139589,0.0430773112026253,0.0399114488011209,0.0419638136586122,0.0345268354734691,0.0335978960657371,0.0405017190001762,0.0444521771916759,0.0617831535370241,0.0493799300944721,0.041547211129391,0.0436117353685154,0.0423338049449863,0.0375709520096918,0.0467193080589753,0.0376743202798577,0.0535887935024016,0.0493274640641111,0.0408343390837704,0.041059830535932,0.0414031009767305,0.0455927880881023,0.0463136945186629
"9",0,1004,6,"chair","run_v31532112624073",1,0.0700871703736966,0.0352755444574714,0.0376394914828733,0.0375921406243147,0.0369359033382761,0.0440663452390778,0.0412022512533119,0.0391086895099155,0.0471596868686438,0.0700871703736966,0.0421992405267203,0.0433534520508799,0.0474028735820349,0.0386855096734865,0.0398890499588714,0.0355163836385976,0.0439041138923796,0.0449257373695773,0.0637105949579423,0.0466689918695621,0.04065852503539,0.0381940535019469,0.0375309988706495,0.0482932519243809
"10",0,1005,6,"chair","run_v31532117602626",0,0.0598123736523272,0.0470411558094228,0.0371928889424121,0.064499415930951,0.0374175416982624,0.0490097735325812,0.0401103539597366,0.0389881400276101,0.0435393085248131,0.0598123736523272,0.0575176409393484,0.0439537803094299,0.0440006153742236,0.0361566847551216,0.041381009888293,0.030794333170877,0.0428501560779488,0.0504082210958142,0.0316706760532553,0.0436015974065827,0.0490501223619296,0.0364486038833065,0.0404172547153708,0.034138351890382
