,ages,distinctiveness,class_labels
192,4,34.160942008522063,an airplane
193,4,17.306881068687176,an airplane
194,4,18.888379772227143,an airplane
195,4,24.254284516126706,an airplane
196,4,8.6838540748254474,an airplane
197,4,6.4351217152884814,an airplane
198,4,4.3681301063626066,an airplane
199,4,30.834244465977108,an airplane
200,4,35.150998744233519,an airplane
201,4,25.487661277323411,an airplane
202,4,6.1892353400355375,an airplane
203,4,18.956007763393814,an airplane
204,4,21.343775786805331,an airplane
205,4,-6.6186828091418448,an airplane
206,4,60.877616491442552,an airplane
207,4,56.715185121225275,an airplane
208,4,21.578416560648449,an airplane
209,4,23.50753016022766,an airplane
210,5,7.4600606617535092,an airplane
211,5,40.303488760846065,an airplane
212,5,25.965445344332686,an airplane
213,5,0.65378629995520754,an airplane
214,5,20.847733465161824,an airplane
215,5,33.223545231008089,an airplane
216,5,38.959256457396407,an airplane
217,5,57.459799440773878,an airplane
218,5,28.681097092592509,an airplane
219,5,29.041593857822058,an airplane
220,5,28.035337885877198,an airplane
221,5,52.258757211309188,an airplane
222,5,39.429140815014293,an airplane
223,5,51.63169307468069,an airplane
224,5,17.149163617338871,an airplane
225,5,12.860638286461004,an airplane
226,5,-14.898440206062695,an airplane
227,5,48.173556600036832,an airplane
228,5,24.532995930419247,an airplane
229,5,19.898647256110337,an airplane
230,5,37.91014936504348,an airplane
231,5,51.670818810059799,an airplane
232,5,7.1176988921601207,an airplane
233,5,39.824320109591426,an airplane
234,5,-0.7326234179601343,an airplane
235,5,52.825949774249985,an airplane
236,5,58.031458542164827,an airplane
237,5,45.630879084009017,an airplane
238,5,21.104290249966823,an airplane
239,5,15.33323899422075,an airplane
240,5,43.617002685070098,an airplane
241,5,23.73471362765379,an airplane
242,5,41.882009950807493,an airplane
243,5,27.145410801716281,an airplane
244,5,14.192622806128192,an airplane
245,5,8.0853739655757693,an airplane
246,5,25.951443011855844,an airplane
247,5,25.46126820622095,an airplane
248,5,-6.7430738794410843,an airplane
249,5,38.760121782230335,an airplane
250,5,47.536580117946144,an airplane
251,5,55.149366612348757,an airplane
252,5,8.446983773810075,an airplane
253,5,22.811330528159729,an airplane
254,5,28.978482420151071,an airplane
255,5,27.280846432930687,an airplane
256,5,44.830997647684832,an airplane
257,5,23.096481456333386,an airplane
258,5,37.955328303297662,an airplane
259,5,38.837832853078346,an airplane
260,5,6.2333820970581328,an airplane
261,5,36.065980414330056,an airplane
262,5,24.289647642637618,an airplane
263,5,60.515865608403345,an airplane
264,5,9.6187242177789614,an airplane
265,5,26.387146062194276,an airplane
266,5,73.025958127082703,an airplane
267,5,60.761821131536514,an airplane
268,5,-3.5478064866455838,an airplane
269,5,36.943131260061442,an airplane
270,5,28.321804225633585,an airplane
271,5,57.414042355422694,an airplane
272,5,51.945824693270154,an airplane
273,5,20.75018394288022,an airplane
274,5,-2.3491212299753528,an airplane
275,5,48.139954613692645,an airplane
276,5,51.258289256379939,an airplane
277,5,29.753983357813901,an airplane
278,5,33.216109236341616,an airplane
279,5,22.366074950580092,an airplane
280,5,22.121185342565056,an airplane
281,5,7.5315538646559332,an airplane
282,5,25.003581595073271,an airplane
283,5,45.967140585520674,an airplane
284,5,18.569482884626396,an airplane
285,6,53.219492439526363,an airplane
286,6,8.4771207998766016,an airplane
287,6,33.571828425056637,an airplane
288,6,69.009211349144294,an airplane
289,6,54.083044671759424,an airplane
290,6,43.895144096873807,an airplane
291,6,0.76290270114883185,an airplane
292,6,15.224053152517619,an airplane
293,6,15.410086391637613,an airplane
294,6,35.302669445450547,an airplane
295,6,37.492110987437755,an airplane
296,6,24.849711678772792,an airplane
297,6,54.278096423639866,an airplane
298,6,21.136666154030777,an airplane
299,6,35.813970321725819,an airplane
300,6,58.816554960311962,an airplane
301,6,39.549215900701746,an airplane
302,6,47.192168518834919,an airplane
303,6,20.364244525317808,an airplane
304,6,31.519841991049915,an airplane
305,6,44.162753154325102,an airplane
306,6,-4.9675280945833578,an airplane
307,6,57.265089055722292,an airplane
308,6,62.21869272455676,an airplane
309,6,59.552166249904467,an airplane
310,6,20.087552486455706,an airplane
311,6,11.630431320143806,an airplane
312,6,18.530285985473284,an airplane
313,6,21.811292292266543,an airplane
314,6,49.483578126417619,an airplane
315,6,59.336274903049976,an airplane
316,6,5.147411948620217,an airplane
317,6,5.8386435177792748,an airplane
318,6,4.5079318631907412,an airplane
319,6,37.493542460830298,an airplane
320,6,29.445938637608592,an airplane
321,6,18.919810838448093,an airplane
322,6,28.01945572174187,an airplane
323,6,25.214970946114605,an airplane
324,6,33.910416008443669,an airplane
325,6,4.0603838322449803,an airplane
326,6,55.199228402902285,an airplane
327,6,66.276613013561217,an airplane
328,6,32.339087714426846,an airplane
329,6,19.100260828680781,an airplane
330,6,-1.3964513894024435,an airplane
331,6,-3.5559729259525881,an airplane
332,6,31.540145741534467,an airplane
333,6,41.078343636762305,an airplane
334,6,77.346029279272187,an airplane
335,6,63.970646252768702,an airplane
336,6,60.181957974340932,an airplane
337,6,6.7561157791449062,an airplane
338,6,63.565361872398014,an airplane
339,6,81.843161005573933,an airplane
340,6,27.890085665210641,an airplane
341,6,2.8336329379073533,an airplane
342,6,64.748819040297207,an airplane
343,6,11.962996958331026,an airplane
344,6,70.638130443798232,an airplane
345,6,50.912591603710766,an airplane
346,6,5.7767819332412955,an airplane
347,6,24.282845992700928,an airplane
348,6,43.42099847130406,an airplane
349,6,10.239087825847008,an airplane
350,6,49.312816540204608,an airplane
351,6,0.92397753427289331,an airplane
352,6,30.038950643010004,an airplane
353,6,46.659434429737729,an airplane
354,6,20.408334031034542,an airplane
355,6,24.979089904557775,an airplane
356,6,29.796018961311631,an airplane
357,6,5.2954433731182888,an airplane
358,6,50.14383677293862,an airplane
359,6,-2.1055710982257949,an airplane
360,6,55.569967550132851,an airplane
361,6,44.149917303513611,an airplane
362,6,12.827983491997678,an airplane
363,6,-6.8600829314523111,an airplane
364,6,30.133554958741755,an airplane
365,7,16.674117605841964,an airplane
366,7,49.367777191085736,an airplane
367,7,47.873338365514158,an airplane
368,7,18.623230721846681,an airplane
369,7,-3.4047805339088058,an airplane
370,7,27.798021100562678,an airplane
371,7,-1.2711192729553105,an airplane
372,7,48.7055421216524,an airplane
373,7,40.197219055346501,an airplane
374,7,67.083361157618612,an airplane
375,7,29.937648624746529,an airplane
376,7,64.768538085736182,an airplane
377,7,13.2842168213216,an airplane
378,7,46.838332560577904,an airplane
379,7,39.817509547860702,an airplane
380,7,60.388089583900886,an airplane
381,7,-3.5559742355874135,an airplane
382,7,14.767987235782641,an airplane
383,7,39.380757997557865,an airplane
384,7,30.509301780438697,an airplane
385,7,42.522933597549638,an airplane
386,7,27.618315494310878,an airplane
387,7,51.156314865138405,an airplane
388,7,12.779673791187676,an airplane
389,7,15.204229358841516,an airplane
390,7,64.729120542786688,an airplane
391,7,45.580715001084748,an airplane
392,7,41.341242171633937,an airplane
393,7,41.203645718313908,an airplane
394,7,18.188338978615342,an airplane
395,7,72.94041834887733,an airplane
396,7,66.623983958062468,an airplane
397,7,41.6333087417757,an airplane
398,7,-1.3123330289496096,an airplane
399,7,35.735232835867393,an airplane
400,7,49.614148624861272,an airplane
401,7,23.085909259221644,an airplane
402,7,15.472900435720977,an airplane
403,7,28.90948544507502,an airplane
404,7,31.36726785669336,an airplane
405,7,30.532930895832735,an airplane
406,7,17.016446167358808,an airplane
407,7,15.159466232626656,an airplane
408,8,24.937676371681057,an airplane
409,8,43.827076178632943,an airplane
410,8,27.586294552947912,an airplane
411,8,61.668303392899354,an airplane
412,8,40.780938314602324,an airplane
413,8,17.42699894473256,an airplane
414,8,16.260951411886367,an airplane
415,8,5.5869834555452726,an airplane
416,8,31.182064079175696,an airplane
417,8,2.3617851757969603,an airplane
418,8,5.2913338165762696,an airplane
419,8,47.173900718601814,an airplane
420,8,45.383124439965613,an airplane
421,8,17.45848149389716,an airplane
422,8,77.142709514464059,an airplane
423,8,12.258994234782953,an airplane
424,8,33.087183782876011,an airplane
425,8,49.70812097904539,an airplane
426,8,59.063736536005734,an airplane
427,8,20.653852738189904,an airplane
428,8,20.626732108522454,an airplane
429,8,42.32082035939834,an airplane
430,8,76.943323347648345,an airplane
431,8,40.447367772352358,an airplane
432,8,36.090387181374616,an airplane
433,8,5.6153292213956476,an airplane
434,8,77.055164434282062,an airplane
435,8,14.886915525254089,an airplane
436,8,13.817360671297877,an airplane
437,8,13.374124224474528,an airplane
438,8,28.546475750760017,an airplane
439,8,42.757922038647379,an airplane
440,8,23.383488503274997,an airplane
441,8,39.549068096203605,an airplane
442,8,33.989152712761978,an airplane
443,8,10.91833791108634,an airplane
444,8,48.18433552126821,an airplane
445,8,9.5789270715597112,an airplane
446,8,20.027765761109301,an airplane
447,8,26.196314541690356,an airplane
448,9,64.218404575306621,an airplane
449,9,67.323449405303634,an airplane
450,9,1.9023750060187865,an airplane
451,9,48.038430683440062,an airplane
452,9,66.633191357800143,an airplane
453,9,44.662592303050914,an airplane
454,9,12.978809238261583,an airplane
455,9,40.56318427757305,an airplane
456,9,-5.9892776789332345,an airplane
457,9,28.545956125998003,an airplane
458,9,2.0880420440661851,an airplane
459,9,51.680346291615145,an airplane
460,9,16.579325987276675,an airplane
461,9,10.348027258198101,an airplane
462,9,26.40528557809332,an airplane
463,9,31.589838691953275,an airplane
464,9,42.163483002312788,an airplane
465,9,50.263286264264089,an airplane
466,9,40.128006019138454,an airplane
467,9,5.5530479757333637,an airplane
468,9,34.602792490166017,an airplane
469,9,31.420511882374505,an airplane
470,9,27.409246779217007,an airplane
471,9,-7.5586083648696558,an airplane
472,10,29.390257526532906,an airplane
473,10,25.46749509172772,an airplane
474,10,72.152579172532967,an airplane
475,10,12.580697950701648,an airplane
476,10,34.404764376468314,an airplane
477,10,9.0854962843466325,an airplane
478,10,21.307206781476822,an airplane
479,10,50.974528885664917,an airplane
480,10,19.60521126909677,an airplane
481,10,71.427430199768594,an airplane
482,10,16.190103001076849,an airplane
483,10,20.361549356957376,an airplane
484,10,79.312432050976,an airplane
485,10,33.089079638141556,an airplane
486,10,45.113465041624842,an airplane
487,10,67.48759988563377,an airplane
488,10,30.550139213212866,an airplane
489,10,32.535039141009307,an airplane
490,10,20.180681503920439,an airplane
491,10,23.002379528862413,an airplane
492,10,37.608773742391179,an airplane
493,10,51.98898135723686,an airplane
494,10,23.762650403840794,an airplane
495,10,30.927183129395772,an airplane
496,10,16.089684266383557,an airplane
497,10,6.1997215657218021,an airplane
498,10,32.264445404431797,an airplane
499,10,44.55838400203362,an airplane
500,10,30.193277568939543,an airplane
501,10,18.94508087655332,an airplane
502,10,58.112193741801107,an airplane
503,10,25.708521320433874,an airplane
504,10,36.86469321079926,an airplane
505,10,40.950662860301193,an airplane
506,10,12.416630206994583,an airplane
507,10,22.65153597599064,an airplane
508,10,10.524108533785039,an airplane
509,10,12.352360626623536,an airplane
510,10,27.955215836243269,an airplane
511,10,40.678540883845855,an airplane
512,10,17.35064779014948,an airplane
513,10,4.1359685774508534,an airplane
514,10,55.176522239033403,an airplane
515,10,49.723246546104448,an airplane
516,10,35.065596086109998,an airplane
517,10,41.444850374052237,an airplane
518,10,9.9523314609267572,an airplane
519,10,61.533117203734896,an airplane
520,10,21.721383261835143,an airplane
521,10,25.697488348785647,an airplane
522,2,49.604589342803493,a bike
523,2,-18.437106638973653,a bike
524,2,-11.752521899024877,a bike
525,2,79.395584891815005,a bike
526,2,-8.1594061588340523,a bike
527,2,12.938475208242679,a bike
528,2,13.709829298142537,a bike
529,2,33.589948977417883,a bike
530,2,79.792672977675394,a bike
531,2,33.20900111590354,a bike
532,2,-7.3676058423348394,a bike
533,2,4.5769954048504999,a bike
534,2,-28.243474318180851,a bike
535,2,101.70661565753697,a bike
536,2,79.094198620470038,a bike
537,2,-45.072347440678648,a bike
538,2,90.632800236449299,a bike
539,2,32.447498129471796,a bike
540,2,9.0366663436520156,a bike
541,2,53.589996598913274,a bike
542,2,61.094344358985964,a bike
543,2,44.413365350844806,a bike
544,2,-27.475941896349212,a bike
545,2,70.833491139475257,a bike
546,2,7.2392978598402351,a bike
547,2,60.762439450572394,a bike
548,2,51.097825704106,a bike
549,2,126.68770136907041,a bike
550,2,5.5617927489744687,a bike
551,2,-81.492168493618436,a bike
552,2,92.49592875861731,a bike
553,2,70.039659879471486,a bike
554,2,8.3678807778948681,a bike
555,2,62.324833453225104,a bike
556,2,129.29114853393872,a bike
557,2,86.165726059779828,a bike
558,2,83.40514781393307,a bike
559,2,113.46001392776446,a bike
560,2,110.20765561103097,a bike
561,2,98.553994039618345,a bike
562,2,33.037918495069803,a bike
563,2,-53.453059059521387,a bike
564,2,-2.9597858921059412,a bike
565,2,-5.37335486326797,a bike
566,2,89.499716034461002,a bike
567,2,31.500196667284357,a bike
568,2,86.462458528007801,a bike
569,2,-29.931138091021069,a bike
570,2,4.3589662624112862,a bike
571,3,-65.640921148661945,a bike
572,3,47.8974858143483,a bike
573,3,14.66284119994458,a bike
574,3,22.927712517416339,a bike
575,3,32.430251595271038,a bike
576,3,21.152926576436492,a bike
577,3,-23.593838798213483,a bike
578,3,118.01679826529698,a bike
579,3,70.640895460740751,a bike
580,3,133.03007081989213,a bike
581,3,2.5686824390168539,a bike
582,3,43.89432480323336,a bike
583,3,79.290106987367537,a bike
584,3,86.05122045257022,a bike
585,3,-22.510979062936627,a bike
586,3,-44.990508351788321,a bike
587,3,-15.448613129605704,a bike
588,3,82.942991273949431,a bike
589,3,-33.355966846521312,a bike
590,3,79.332284197133561,a bike
591,3,90.091097960014551,a bike
592,3,30.620026052669566,a bike
593,3,36.929471195190757,a bike
594,3,56.68574705147153,a bike
595,3,-26.825068550131519,a bike
596,3,3.704645099881418,a bike
597,3,43.963580532015996,a bike
598,3,75.601863407630958,a bike
599,3,52.54885904883502,a bike
600,3,93.846606060184172,a bike
601,3,-55.819349662310593,a bike
602,3,-20.546562609166756,a bike
603,3,53.140622274192154,a bike
604,3,104.84938237029515,a bike
605,3,72.001317827457314,a bike
606,3,-7.0424859591826774,a bike
607,3,18.160314801177442,a bike
608,3,49.426952451551273,a bike
609,3,71.208217285618176,a bike
610,3,7.5379101855087072,a bike
611,3,93.449486786464576,a bike
612,3,26.485194392506507,a bike
613,3,76.603413916841106,a bike
614,3,-8.350263230196866,a bike
615,3,64.252356119225496,a bike
616,3,92.695517542900234,a bike
617,3,97.033635050389336,a bike
618,3,66.02837454040187,a bike
619,3,60.606765156609796,a bike
620,3,5.2670073521053524,a bike
621,3,114.13487466649968,a bike
622,3,70.244001754976608,a bike
623,3,-7.7311530594844342,a bike
624,3,56.196902904584832,a bike
625,3,-18.871029414227209,a bike
626,3,30.189775838603694,a bike
627,3,55.121838247392084,a bike
628,3,29.457672710422159,a bike
629,3,-78.356253200674473,a bike
630,3,8.2985819476866993,a bike
631,3,115.80267960894908,a bike
632,3,57.613802569327078,a bike
633,3,97.299505857190553,a bike
634,3,77.434398118680292,a bike
635,3,19.781218349050704,a bike
636,3,75.061803534118098,a bike
637,3,103.29374212166542,a bike
638,3,21.54975491399636,a bike
639,3,-8.0032571715397722,a bike
640,3,11.317174407482113,a bike
641,3,67.836197819089321,a bike
642,3,78.151280390406015,a bike
643,3,83.799500370269413,a bike
644,3,51.04760548754151,a bike
645,3,111.46225885298179,a bike
646,3,14.804348109414917,a bike
647,3,-32.902419411553666,a bike
648,3,38.883750833624951,a bike
649,3,38.279331816471547,a bike
650,3,47.075131278789414,a bike
651,3,-59.120775072647405,a bike
652,3,67.019543459760087,a bike
653,3,97.120935781170317,a bike
654,3,21.41056073976857,a bike
655,3,83.246217505829605,a bike
656,3,76.902246506338912,a bike
657,3,73.836867771864533,a bike
658,4,76.512738018037325,a bike
659,4,65.585797977466171,a bike
660,4,53.302264966974825,a bike
661,4,-33.28846710040181,a bike
662,4,24.522889993453809,a bike
663,4,59.122172719123839,a bike
664,4,58.708998925116958,a bike
665,4,68.953705992123034,a bike
666,4,97.156378615085572,a bike
667,4,59.025853038295693,a bike
668,4,110.8339105080822,a bike
669,4,65.369952792539664,a bike
670,4,-15.725130420498232,a bike
671,4,48.327401461495967,a bike
672,4,76.258978983511696,a bike
673,4,28.500439605314639,a bike
674,4,-4.9816296118130055,a bike
675,4,5.7657681708045203,a bike
676,4,-2.4014002892267072,a bike
677,4,111.08685395919386,a bike
678,4,-47.671404662655462,a bike
679,4,41.341742777401635,a bike
680,4,105.96946889081589,a bike
681,4,64.222024596002484,a bike
682,4,69.539570510090186,a bike
683,4,31.984458643569475,a bike
684,4,106.4385461465659,a bike
685,4,68.299295987097935,a bike
686,4,45.956848697708793,a bike
687,4,88.656736311881986,a bike
688,4,37.226426390622912,a bike
689,4,13.17820652016762,a bike
690,4,132.37346667390023,a bike
691,4,81.762975763951175,a bike
692,4,100.55628166913387,a bike
693,4,91.770124710977342,a bike
694,4,45.810674953873018,a bike
695,4,101.1469569506059,a bike
696,4,54.468027361867449,a bike
697,4,71.469043490140024,a bike
698,4,-47.275210655844162,a bike
699,4,75.111303110421673,a bike
700,4,17.886642089314705,a bike
701,4,16.493477431168756,a bike
702,4,-25.645588692576325,a bike
703,4,58.276166766618921,a bike
704,4,52.581612535767931,a bike
705,4,17.628539655736645,a bike
706,4,63.640254673637031,a bike
707,4,48.455617017495946,a bike
708,4,29.641054689093814,a bike
709,4,33.508135962616819,a bike
710,4,28.661815643599809,a bike
711,4,39.72221810997906,a bike
712,4,24.302959517541865,a bike
713,4,89.397495003896324,a bike
714,4,18.620258856002266,a bike
715,4,24.318634460096341,a bike
716,4,95.296791816484927,a bike
717,4,76.059874928354503,a bike
718,4,8.241913197322063,a bike
719,4,81.749605153306192,a bike
720,4,99.392923951808768,a bike
721,4,-14.712166775641222,a bike
722,4,-9.2885432973881166,a bike
723,4,68.429738455508271,a bike
724,4,139.60171981024681,a bike
725,4,73.686297918468739,a bike
726,4,98.98237040528511,a bike
727,4,43.681839783052581,a bike
728,4,91.944915075104348,a bike
729,5,79.546808554592502,a bike
730,5,57.60599232823435,a bike
731,5,56.813674053248221,a bike
732,5,71.552587019239127,a bike
733,5,7.7971572920329209,a bike
734,5,106.7125600931813,a bike
735,5,20.988582868843622,a bike
736,5,54.460763810092544,a bike
737,5,52.541352298977486,a bike
738,5,76.832534548666359,a bike
739,5,38.640981563511048,a bike
740,5,85.418931259063527,a bike
741,5,87.048637725416398,a bike
742,5,39.091074803792523,a bike
743,5,72.301936413645606,a bike
744,5,87.106507393697925,a bike
745,5,51.111887095389889,a bike
746,5,-4.7298416709670263,a bike
747,5,103.05768112579783,a bike
748,5,87.000611423012344,a bike
749,5,80.747552268968974,a bike
750,5,90.339160724744275,a bike
751,5,81.984954042971637,a bike
752,5,-25.958611812179889,a bike
753,5,105.00437538510606,a bike
754,5,6.2751795949014095,a bike
755,5,77.771875781022032,a bike
756,5,83.84378217091637,a bike
757,5,108.12546545499754,a bike
758,5,78.1687169487722,a bike
759,5,37.29244745484479,a bike
760,5,66.087188765939118,a bike
761,5,17.400875232105818,a bike
762,5,51.379055510885095,a bike
763,5,77.175421389866898,a bike
764,5,108.70618045411192,a bike
765,5,102.70788851148731,a bike
766,5,92.982469542030998,a bike
767,5,74.886889190875451,a bike
768,5,28.547150406587541,a bike
769,5,30.299327699008956,a bike
770,5,68.965052734317183,a bike
771,5,87.983917822707411,a bike
772,5,-8.8790221803409679,a bike
773,5,35.916034600595168,a bike
774,5,-2.8182891863565658,a bike
775,5,63.346971494424089,a bike
776,5,102.14222209761377,a bike
777,5,52.884325553610964,a bike
778,5,100.21256088314945,a bike
779,5,48.88633814412858,a bike
780,5,111.04119516981095,a bike
781,5,34.916316293900358,a bike
782,5,40.269727812454292,a bike
783,5,97.97798078693414,a bike
784,5,57.766952491643139,a bike
785,5,99.083535269245559,a bike
786,5,39.78812745156069,a bike
787,5,69.134733909958243,a bike
788,5,48.320049809069147,a bike
789,5,41.487435434441466,a bike
790,5,56.542315789212211,a bike
791,5,122.19732901514321,a bike
792,5,68.890994035717796,a bike
793,5,79.29261599857459,a bike
794,5,59.760659492069507,a bike
795,5,32.216646622378839,a bike
796,5,76.751427574186124,a bike
797,5,85.396445914558029,a bike
798,5,102.46086109333817,a bike
799,5,87.657126291106422,a bike
800,5,37.202471380701851,a bike
801,5,57.294721822416932,a bike
802,5,45.271210684701359,a bike
803,5,102.02590393426019,a bike
804,5,105.71409875702844,a bike
805,5,28.256501928656192,a bike
806,6,54.963228589794596,a bike
807,6,47.822616249584641,a bike
808,6,45.217004391289507,a bike
809,6,96.148964536799667,a bike
810,6,117.38546244329274,a bike
811,6,55.895577105695367,a bike
812,6,50.446217838643321,a bike
813,6,11.367302577491891,a bike
814,6,13.076933947524964,a bike
815,6,67.969673811035236,a bike
816,6,9.4320695318623251,a bike
817,6,-8.732273752803124,a bike
818,6,-19.72014974630045,a bike
819,6,66.980939068071393,a bike
820,6,31.277974535089399,a bike
821,6,77.038269574641134,a bike
822,6,6.7714196521724119,a bike
823,6,106.19953270807487,a bike
824,6,21.769736214647914,a bike
825,6,56.743743014329752,a bike
826,6,112.42133540624516,a bike
827,6,106.25092718895553,a bike
